show processes memory location all
Sat Dec 26 10:28:11.734 UTC

node:      node0_0_CPU0
------------------------------------------------------------------
JID          Text       Data      Stack    Dynamic Process
398         20480      12288      16384     225280 sysmgr_show_proc_all_edm
275         16384      12288      16384     225280 nto_misc_shprocmem_edm
59         466944     118784      20480     221184 i2c_server
333         94208      32768      45056     221184 sld
239         45056      12288      20480     221184 ixdb_gc
424         24576      16384      16384     221184 wd-stat-publisher
306         12288      12288      16384     221184 procfind
274          8192      12288      16384     221184 timezone_notify
402         36864      16384      16384     217088 top_procs
131         28672      28672      16384     217088 bundlemgr_checker
152         20480      12288      16384     217088 debug_d
261          8192       8192      16384     217088 mempool_edm
260          8192       8192      16384     217088 meminfo_svr
258         24576      16384      40960     212992 ltrace_server
285         12288      16384      16384     212992 pcds_daemon
325          8192       8192      16384     212992 showd_server
164          8192      20480      16384     212992 envmon_proxy
114          8192       8192      16384     212992 aipc_cleaner
397        880640     167936      20480     204800 sysmgr
69          45056      16384      16384     192512 pci_bus_mgr
50          16384      12288      20480     192512 attach_server
55         204800      36864      12288     131072 ksh
52         204800      36864      12288     131072 ksh-aux
65          16384       8192      12288     118784 mqueue
70          16384       8192      61440     110592 pipe
64          12288       8192      12288     110592 mq
76         217088      24576       8192      98304 devc-ser8250
1          546304      50564          0          0 procnto-600-instr

node:      node0_5_CPU0
------------------------------------------------------------------
JID          Text       Data      Stack    Dynamic Process
------ ---------- ---------- ---------- ---------- -------
275        167936      73728      69632  166162432 nfsvr
306        737280    4333568     282624   41975808 pse_pogo_driver
162        114688      65536     192512   24711168 egressq
315        356352     253952     106496   13225984 qos_ea
301        172032      94208     352256   12820480 plim_xge
379          4096       8192      32768   10264576 statsd_manager_l
271        163840     139264     151552    9437184 netio
71         118784      69632      61440    8859648 pciesvr
293        196608      94208     114688    6164480 platform_mgr
65575      286720      53248     184320    5783552 devb-umass
240        561152     331776     286720    5128192 ingressq
184        622592     327680     413696    5111808 fabricq_mgr
233        499712     225280     135168    4853760 ipv4_mfwd_partner
384          4096       8192      57344    4669440 sysdb_svr_local
237        466944     217088     122880    4448256 ipv6_mfwd_partner
192        700416     733184     217088    4296704 gsp
285        147456      57344      45056    3907584 pbr_ea
249        978944     630784     184320    3903488 l2fib_mgr
172       3600384     884736     581632    3784704 fib_mgr
56         192512      77824      57344    3764224 dllmgr
130        905216     536576     188416    3473408 bfd_agent
69          28672      20480      36864    3440640 nvram
414         86016     925696     167936    3338240 wdsysmon
113        126976     139264      36864    2760704 aib
288         57344      49152      36864    2326528 pfilter_ea
290        102400      65536      32768    2195456 pifibm_server_lc
399        237568      86016      36864    2162688 vlan_ma
304         24576      16384      24576    2158592 plumm
382        200704      77824      81920    2117632 sysdb_mc
395         86016      49152     249856    1986560 udp
166         81920      40960      36864    1974272 ether_caps_partner
323        307200      98304      32768    1937408 rsi_agent
396          4096       8192      20480    1691648 uidb_svr
200          4096       8192      40960    1654784 ifmgr
119        278528     581632      69632    1617920 arp
60         118784      65536     118784    1617920 insthelper
111         65536      45056     102400    1601536 afmon_ea
318         81920      32768      98304    1576960 qsm
238        454656     241664      61440    1572864 ipv6_nd
231        135168      81920      86016    1437696 ipv4_io
369         49152      28672      20480    1433600 span_ea
161         24576     389120      57344    1409024 eem_ed_sysmgr
235         73728      57344      61440    1380352 ipv6_io
305        233472     192512      24576    1372160 pm_ma
267         65536      36864      32768    1351680 mpls_io
389         24576      16384      20480    1318912 tlumm
387        237568     303104      24576    1286144 tcam_mgr
73          16384      12288      57344    1261568 pkgfs
236        262144     114688      77824    1245184 ipv6_ma
65545       16384      12288      36864    1200128 pkgfs
70          90112      45056      77824    1130496 obflmgr
320        122880      36864     110592    1122304 rdsfs_svr
312         12288      12288      61440    1081344 pse_fam
232        274432     110592      77824    1056768 ipv4_ma
78         167936     114688     106496    1003520 qnet
289        122880      49152      28672    1003520 pfilter_ma
259        172032      90112      57344     995328 lldp_agent
256         16384      16384      32768     983040 li_ea
134        610304     282624      53248     954368 bundlemgr_local
58          81920      57344      98304     917504 eth_server
165        368640     290816     102400     901120 envmon
316        471040     196608      40960     888832 qos_ma
117        118784     155648      69632     860160 aipc_proxy
57         163840    1204224      98304     839680 dumper
260        229376     167936      90112     823296 lrd
194         49152      40960      90112     786432 fab_svr
398        131072      40960      16384     749568 vlan_ea
139         69632      57344      16384     700416 cdp
142        122880      45056     131072     675840 cfgmgr-lc
206         20480      20480      61440     622592 inbarhb
85         720896     176128     167936     602112 sysmgr
183         69632      69632      24576     598016 flowtrap
273         40960      28672      32768     589824 nfea
118         24576      20480      65536     581632 alphadisplay
371          4096       8192      36864     565248 spio_ea
230         57344      32768      36864     552960 iphc_ma
393          8192      12288      16384     540672 tunnel_ea
294         20480      16384      32768     536576 platform_mgr_common
274         36864      24576      32768     528384 nfma
270         20480      16384      16384     507904 nd_partner
378         20480      16384      28672     507904 statsd_server
171         69632      36864      28672     491520 fhrp_output
153         24576      16384      77824     479232 ctrlio
281         69632      77824      61440     471040 online_diag_lc
203         20480      24576      16384     462848 imaedm_server
65574      212992      53248      36864     438272 io-usb
380         28672     159744      16384     430080 svi_adj_mgr
372          4096       8192      20480     425984 spio_ma
268         65536      36864      16384     405504 mpls_io_ea
160         61440     102400      53248     405504 dumper_config
191         45056      28672      24576     401408 fwd_driver_partner
133        311296      40960      16384     397312 bundlemgr_ea
208         77824      53248      24576     393216 ntpdc
377         77824      32768      65536     393216 stats_svr
234         40960      28672      32768     393216 ipv6_ea
76          12288      12288      45056     372736 procmgr
170         16384      45056     122880     368640 fabio_svr
204         73728      40960      65536     335872 imdr
255         28672      20480      81920     331776 lc_fpga_upgrade
167         16384      12288      20480     319488 ether_sock
151         81920      61440      61440     315392 clns
286         90112      28672      20480     311296 pbr_ma
164         24576      16384      53248     311296 enf_broker
284          8192      12288      16384     311296 pak_capture_partner
397         32768      24576      81920     307200 upgrade_daemon
131         77824      73728      32768     303104 bundlemgr_adj
266         36864     311296      16384     303104 mpls_fwd_show_proxy
198          4096       8192      28672     294912 icpe_sdep
250         40960      45056      24576     290816 l2snoop
321         12288      16384      40960     282624 reddrv_listener
283         69632      45056      53248     278528 packet
141         24576      20480      16384     278528 cerrno_server
193         16384      16384      45056     278528 hbagent
272         12288      12288      16384     266240 netio_debug_partner
54          77824      53248     151552     253952 bfm_server
83           8192       8192      16384     253952 syslog_dev
75           8192      12288      32768     245760 pldmgr
156         12288      16384      45056     241664 diag_svr
79         159744      28672      16384     237568 random
77         172032      28672       8192     229376 devc-pty
140         73728      36864      24576     229376 cemgbl
82          28672      20480      24576     217088 shmwin_svr
258         24576      12288      28672     217088 licagent
279         20480      24576      69632     217088 obfl_config
254         24576      20480      61440     212992 lc_fpd_upgrade
239         16384      12288      16384     212992 ipv6nd_lite
196         12288      12288      28672     212992 hm
262         16384      16384      16384     208896 ltrace_sync
333         12288       8192      16384     208896 slarp_lite
252         20480       8192      16384     204800 lacp_lite
337         69632      32768      45056     200704 sld
84          32768      20480     114688     200704 syslogd_helper
87          16384      12288      49152     200704 wd-critical-mon
251         36864      20480      16384     196608 l2vpn_checker
120         32768      90112      24576     196608 asic_scan_server
376         28672      16384      40960     196608 ssm_process
132         20480      28672      16384     196608 bundlemgr_checker
52           8192      12288      40960     196608 attachd
330         32768      20480      16384     192512 showd_lc
386         20480      12288      16384     192512 sysmgr_show_proc_all_edm
278         12288      12288      16384     192512 nto_misc_shprocmem_edm
263          8192       8192      16384     184320 meminfo_svr
264          8192       8192      16384     184320 mempool_edm
314          8192      12288      28672     184320 qad_server
154         16384      12288      16384     180224 debug_d
329          8192       8192      16384     180224 showd_server
157          8192      12288      16384     180224 div2_dm
136         24576      24576      20480     176128 cctl_spa_server
261         20480      16384      36864     176128 ltrace_server
138         16384      12288      28672     176128 cdma_server
280          8192       8192      32768     176128 obfl_pd_driver
59         630784     139264      20480     172032 i2c_server
135         16384      24576      20480     172032 cctl_server
64          57344      24576      16384     167936 mediasvr
241         28672      12288      20480     167936 ixdb_gc
413         16384      16384      16384     167936 wd-stat-publisher
311          8192      12288      16384     167936 procfind
276          8192      12288      16384     167936 timezone_notify
390         32768      16384      16384     163840 top_procs
114          8192       8192      16384     159744 aipc_cleaner
287          8192      16384      16384     159744 pcds_daemon
65708        4096       8192      16384     159744 show_processes
385        720896     176128      20480     151552 sysmgr
86          77824      28672      53248     151552 umass-enum
51          12288      12288      20480     139264 attach_server
53         135168      40960      12288      77824 ksh-aux
55         135168      40960      12288      77824 ksh
72         131072      24576      57344      65536 pipe
66         118784      24576       8192      65536 mq
67         126976      24576       8192      40960 mqueue
80         172032      28672       8192      32768 serdrvr
1          502497      54740          0          0 procnto-smp-instr

node:      node0_6_CPU0
------------------------------------------------------------------
JID          Text       Data      Stack    Dynamic Process
------ ---------- ---------- ---------- ---------- -------
306        737280    4333568     286720   41959424 pse_pogo_driver
162        114688      65536     192512   24694784 egressq
301        172032      94208     356352   12107776 plim_xge
379          4096       8192      32768   10264576 statsd_manager_l
315        356352     253952      90112    9719808 qos_ea
271        163840     139264     151552    9404416 netio
71         118784      69632      61440    8859648 pciesvr
65575      286720      53248     184320    5783552 devb-umass
293        196608      94208     114688    5431296 platform_mgr
240        561152     331776     286720    5128192 ingressq
184        622592     327680     413696    5111808 fabricq_mgr
233        499712     225280     135168    4714496 ipv4_mfwd_partner
237        466944     217088     114688    4435968 ipv6_mfwd_partner
384          4096       8192      57344    4259840 sysdb_svr_local
192        700416     733184     221184    4165632 gsp
249        978944     630784     184320    4055040 l2fib_mgr
285        147456      57344      45056    3907584 pbr_ea
56         192512      77824      57344    3764224 dllmgr
172       3600384     884736     565248    3522560 fib_mgr
130        905216     536576     163840    3514368 bfd_agent
69          28672      20480      36864    3440640 nvram
414         86016     925696     167936    3334144 wdsysmon
288         57344      49152      36864    3059712 pfilter_ea
113        126976     139264      36864    2760704 aib
290        102400      65536      32768    2211840 pifibm_server_lc
304         24576      16384      24576    2158592 plumm
382        200704      77824      81920    2117632 sysdb_mc
166         81920      40960      36864    1974272 ether_caps_partner
323        307200      98304      32768    1937408 rsi_agent
318         81920      32768      94208    1703936 qsm
396          4096       8192      20480    1675264 uidb_svr
60         118784      65536     114688    1617920 insthelper
119        278528     581632      65536    1560576 arp
238        454656     241664      61440    1536000 ipv6_nd
369         49152      28672      20480    1433600 span_ea
231        135168      81920      90112    1421312 ipv4_io
161         24576     389120      61440    1409024 eem_ed_sysmgr
200          4096       8192      40960    1392640 ifmgr
235         73728      57344      61440    1380352 ipv6_io
267         65536      36864      32768    1351680 mpls_io
389         24576      16384      20480    1318912 tlumm
111         65536      45056     102400    1314816 afmon_ea
387        237568     303104      24576    1286144 tcam_mgr
305        233472     192512      24576    1273856 pm_ma
73          16384      12288      57344    1261568 pkgfs
320        122880      36864     118784    1257472 rdsfs_svr
65545       16384      12288      36864    1200128 pkgfs
236        262144     114688      77824    1130496 ipv6_ma
289        122880      49152      28672    1077248 pfilter_ma
256         16384      16384      32768     983040 li_ea
259        172032      90112      57344     954368 lldp_agent
134        610304     282624      53248     917504 bundlemgr_local
58          81920      57344      98304     917504 eth_server
165        368640     290816     102400     901120 envmon
232        274432     110592      77824     892928 ipv4_ma
316        471040     196608      40960     880640 qos_ma
78         167936     114688     106496     864256 qnet
57         163840    1204224      98304     843776 dumper
260        229376     167936      90112     823296 lrd
117        118784     155648      69632     823296 aipc_proxy
194         49152      40960      90112     786432 fab_svr
70          90112      45056      77824     782336 obflmgr
398        131072      40960      16384     729088 vlan_ea
139         69632      57344      16384     700416 cdp
142        122880      45056     131072     651264 cfgmgr-lc
206         20480      20480      61440     622592 inbarhb
85         720896     176128     172032     602112 sysmgr
183         69632      69632      24576     598016 flowtrap
118         24576      20480      65536     581632 alphadisplay
371          4096       8192      36864     565248 spio_ea
230         57344      32768      36864     552960 iphc_ma
393          8192      12288      16384     540672 tunnel_ea
294         20480      16384      32768     536576 platform_mgr_common
270         20480      16384      16384     507904 nd_partner
378         20480      16384      28672     507904 statsd_server
171         69632      36864      28672     487424 fhrp_output
274         36864      24576      32768     487424 nfma
153         24576      16384      77824     479232 ctrlio
281         69632      77824      61440     471040 online_diag_lc
203         20480      24576      16384     462848 imaedm_server
65574      212992      53248      36864     438272 io-usb
380         28672     159744      16384     430080 svi_adj_mgr
372          4096       8192      20480     425984 spio_ma
268         65536      36864      16384     405504 mpls_io_ea
160         61440     102400      53248     405504 dumper_config
191         45056      28672      24576     401408 fwd_driver_partner
377         77824      32768      65536     393216 stats_svr
208         77824      53248      24576     393216 ntpdc
76          12288      12288      45056     372736 procmgr
234         40960      28672      32768     368640 ipv6_ea
170         16384      45056     122880     368640 fabio_svr
204         73728      40960      65536     335872 imdr
255         28672      20480      81920     331776 lc_fpga_upgrade
167         16384      12288      20480     319488 ether_sock
151         81920      61440      61440     315392 clns
286         90112      28672      20480     311296 pbr_ma
164         24576      16384      53248     311296 enf_broker
284          8192      12288      16384     311296 pak_capture_partner
131         77824      73728      32768     303104 bundlemgr_adj
266         36864     311296      16384     303104 mpls_fwd_show_proxy
397         32768      24576      81920     303104 upgrade_daemon
312         12288      12288      53248     294912 pse_fam
198          4096       8192      28672     294912 icpe_sdep
250         40960      45056      24576     290816 l2snoop
321         12288      16384      40960     282624 reddrv_listener
283         69632      45056      53248     278528 packet
141         24576      20480      16384     278528 cerrno_server
193         16384      16384      45056     278528 hbagent
272         12288      12288      16384     266240 netio_debug_partner
54          77824      53248     151552     253952 bfm_server
83           8192       8192      16384     253952 syslog_dev
75           8192      12288      32768     245760 pldmgr
156         12288      16384      45056     241664 diag_svr
79         159744      28672      16384     237568 random
77         172032      28672       8192     229376 devc-pty
140         73728      36864      24576     229376 cemgbl
82          28672      20480      24576     217088 shmwin_svr
258         24576      12288      28672     217088 licagent
279         20480      24576      69632     217088 obfl_config
254         24576      20480      61440     212992 lc_fpd_upgrade
239         16384      12288      16384     212992 ipv6nd_lite
196         12288      12288      28672     212992 hm
262         16384      16384      16384     208896 ltrace_sync
333         12288       8192      16384     208896 slarp_lite
252         20480       8192      16384     204800 lacp_lite
87          16384      12288      53248     204800 wd-critical-mon
337         69632      32768      45056     200704 sld
84          32768      20480     114688     200704 syslogd_helper
120         32768      90112      24576     196608 asic_scan_server
376         28672      16384      40960     196608 ssm_process
52           8192      12288      40960     196608 attachd
330         32768      20480      16384     192512 showd_lc
386         20480      12288      16384     192512 sysmgr_show_proc_all_edm
278         12288      12288      16384     192512 nto_misc_shprocmem_edm
263          8192       8192      16384     184320 meminfo_svr
264          8192       8192      16384     184320 mempool_edm
314          8192      12288      28672     184320 qad_server
154         16384      12288      16384     180224 debug_d
329          8192       8192      16384     180224 showd_server
157          8192      12288      16384     180224 div2_dm
136         24576      24576      20480     176128 cctl_spa_server
261         20480      16384      36864     176128 ltrace_server
138         16384      12288      28672     176128 cdma_server
280          8192       8192      32768     176128 obfl_pd_driver
59         630784     139264      20480     172032 i2c_server
135         16384      24576      20480     172032 cctl_server
64          57344      24576      16384     167936 mediasvr
241         28672      12288      20480     167936 ixdb_gc
413         16384      16384      16384     167936 wd-stat-publisher
311          8192      12288      16384     167936 procfind
276          8192      12288      16384     167936 timezone_notify
390         32768      16384      16384     163840 top_procs
132         20480      28672      16384     163840 bundlemgr_checker
114          8192       8192      16384     159744 aipc_cleaner
287          8192      16384      16384     159744 pcds_daemon
65694        4096       8192      16384     159744 show_processes
385        720896     176128      20480     151552 sysmgr
86          77824      28672      53248     151552 umass-enum
51          12288      12288      20480     139264 attach_server
55         135168      40960      12288      77824 ksh
53         135168      40960      12288      77824 ksh-aux
72         131072      24576      45056      65536 pipe
66         118784      24576       8192      65536 mq
67         126976      24576       8192      40960 mqueue
80         172032      28672       8192      32768 serdrvr
1          502497      54740          0          0 procnto-smp-instr

node:      node0_RP0_CPU0
------------------------------------------------------------------
JID          Text       Data      Stack    Dynamic Process
------ ---------- ---------- ---------- ---------- -------
375        221184     258048     163840   36519936 pm_collector
88         126976      45056     102400   26046464 redfs_svr
360        167936     143360     139264   25628672 parser_server
1113     17342464    4665344     270336   25579520 netconf
1150       446464     499712     225280   24489984 ipv4_rib
1152       446464     663552     151552   23080960 ipv6_rib
1110       458752     778240      40960   22347776 lspv_server
260        987136     524288     229376   21839872 instdir
1053      1097728    6754304     495616   20942848 bgp
1186      3588096    2002944     212992   17915904 l2vpn_mgr
424          4096       8192     122880   17448960 sysdb_shared_sc
1115         4096       8192     110592   16465920 nv_optical_satmgr
1155       200704      86016      36864   15556608 policy_repository
1166      3268608    1675264     217088   14778368 pim6
1081       864256    2572288     126976   14086144 cgn_ma
1190        40960      24576      16384   13893632 schema_server
66          73728      53248     126976   13881344 ce_switch
1165      3211264    1650688     249856   13217792 pim
1159       573440    1871872     274432   11628544 igmp
350        131072      77824      57344   11579392 nvgen_server
1164       503808    1601536     139264   11247616 mld
238        700416     733184     217088   10964992 gsp
1147         4096       8192      45056   10592256 statsd_manager_g
1051      6762496    4702208     172032   10326016 te_control
417          4096       8192      32768   10276864 statsd_manager_l
245        770048     630784      98304    9764864 fsdb_server
1177         4096      12288      61440    9760768 telemetry_encoder
1153       933888     954368     159744    8728576 mrib
219        471040     307200      81920    8593408 fgid_server
1154       856064     909312     143360    8572928 mrib6
57         290816      53248     143360    8302592 devb-ahci
427          4096       8192      69632    8200192 sysdb_svr_local
1018      1392640     835584     229376    7614464 ospf
1028       749568     708608     143360    6909952 ospfv3
291         61440      45056      40960    6885376 ipv4_acl_mgr
1029       749568     708608     143360    6819840 ospfv3
423          4096       8192     126976    6492160 sysdb_shared_nc
1175         4096      12288      36864    6463488 python_process_manager
337        622592     290816     147456    6213632 mpls_lsd
1010      1642496     593920     221184    6127616 isis
421        200704      77824      81920    6045696 sysdb_mc
1011      1642496     593920     237568    5705728 isis
451         86016     925696     176128    5382144 wdsysmon
1169       876544     548864     200704    5316608 bfd
65559      286720      53248     143360    5255168 devb-umass
383        253952      98304      73728    5160960 fia_driver
1185      1904640     626688     180224    4976640 mpls_ldp
1001       569344     229376     155648    4943872 snmpd
123         24576      12288      16384    4214784 bag_schema_svr
341        163840     139264     200704    3985408 netio
331          8192      12288     176128    3969024 mibd_interface
1068       208896     294912     114688    3952640 bpm
59         192512      77824      57344    3780608 dllmgr
426          4096       8192     122880    3538944 sysdb_svr_admin
397        229376      77824      57344    3530752 rsi_master
141         69632      32768      57344    3518464 bcdls
257        319488    1921024      86016    3457024 ipsec_mp
308        978944     630784     200704    3448832 l2fib_mgr
74          28672      20480      32768    3375104 nvram
437        192512     102400     344064    3330048 tcp
221       3600384     884736     499712    3272704 fib_mgr
261        372736     167936     126976    3264512 invmgr
315        352256     368640      77824    3158016 licmgr
79          16384      12288      57344    3149824 pkgfs
1174        12288      12288      81920    3100672 icpe_satmgr
65546       16384      12288      36864    3092480 pkgfs
1095       204800      65536     122880    2969600 flowspec_mgr
140         69632      32768      57344    2916352 bcdls
1140       229376    1007616      69632    2826240 vrrp
295        499712     225280     102400    2813952 ipv4_mfwd_partner
253          4096       8192      40960    2732032 ifmgr
152        335872     233472     118784    2711552 call_home
1168      3518464     262144      86016    2674688 bundlemgr_distrib
329          8192      12288     114688    2662400 mibd_entity
198         12288      28672      73728    2539520 eem_ed_oir
303        466944     217088     102400    2523136 ipv6_mfwd_partner
243        483328     339968     114688    2469888 fsdb_aserver
114        126976     139264      36864    2445312 aib
206        159744      77824     106496    2420736 eem_server
1042         4096       8192      49152    2420736 ipv4_static
387        122880      36864     159744    2383872 rdsfs_svr
302        262144     114688     106496    2347008 ipv6_ma
449        237568      86016      36864    2293760 vlan_ma
384         81920      32768      94208    2293760 qsm
396        307200      98304      32768    2285568 rsi_agent
85         167936     114688     110592    2191360 qnet
64         118784      65536     167936    2191360 insthelper
405        274432     139264     270336    2174976 shelfmgrv2
1123       356352     348160      81920    2138112 radiusd
242         57344      36864      57344    2125824 fgid_allocator
234        622592     327680     172032    2052096 fabricq_mgr
345         94208      36864      94208    2039808 nrssvr
164        176128      65536     233472    2011136 cfgmgr-rp
445         86016      49152     315392    2002944 udp
252         40960      24576     118784    1998848 ifindex_server
304        454656     241664      57344    1966080 ipv6_nd
216         81920      40960      36864    1949696 ether_caps_partner
385         57344      36864     241664    1945600 raw_ip
422          4096       8192     122880    1933312 sysdb_shared_data_nc
139         69632      32768      57344    1916928 bcdls
138         69632      32768      57344    1916928 bcdls
137         69632      32768      57344    1916928 bcdls
402         45056      32768      86016    1912832 sds
1108       172032      90112      65536    1855488 lldp_agent
264        163840      81920      98304    1843200 ntpd
355         86016     397312     126976    1830912 online_diag_rp
292        155648     110592      73728    1826816 ipv4_arm
1167        24576      20480      73728    1769472 auto_ip_ring
1160         4096       8192      32768    1753088 ipv4_connected
1161         4096       8192      32768    1753088 ipv4_local
305        561152     331776     200704    1732608 ingressq
372        176128      61440     167936    1728512 placed
332          8192      12288     110592    1708032 mibd_route
150        610304     282624      69632    1675264 bundlemgr_local
346         94208      36864     106496    1671168 nrssvr_global
353         81920      65536      57344    1671168 object_tracking
1162         4096       8192      45056    1667072 ipv6_connected
1163         4096       8192      45056    1662976 ipv6_local
330          8192      12288      98304    1634304 mibd_infra
323        229376     167936     147456    1622016 lrd
288          8192      28672     176128    1613824 ipsla_sa
1039        65536      40960      36864    1581056 ip_smiap
1184       471040     196608      45056    1572864 qos_ma
177        163840      81920     110592    1536000 correlatord
322        163840     212992      73728    1536000 lpts_pa
1097         8192       8192      81920    1523712 icpe_cpm
367         90112      57344      28672    1519616 pifibm_server_rp
1189       110592      65536      69632    1499136 li_mgr
298        147456     106496      73728    1478656 ipv6_arm
309        204800     184320      77824    1470464 l2rib
118        118784     155648      69632    1441792 aipc_proxy
205        147456      69632      90112    1429504 eem_policy_dir
199         24576      36864      73728    1409024 eem_ed_stats
201         24576     389120      61440    1404928 eem_ed_sysmgr
127        102400      36864      65536    1392640 bcdl_agent
189         36864      32768     118784    1392640 dsc
1145       102400      45056      40960    1384448 mpls_static
195         12288      32768      61440    1372160 eem_ed_hardware
60         163840    1204224      98304    1363968 dumper
1182        49152      28672      69632    1363968 rt_check_mgr
1183        90112      28672      45056    1355776 pbr_ma
91         188416      65536      73728    1347584 spp
1148        81920      49152      45056    1339392 nfmgr
121        278528     581632      69632    1323008 arp
208         61440      40960      69632    1318912 ema_server
1132        53248      28672      53248    1318912 span_mgr
241         49152      40960      73728    1282048 fab_svr
209         53248      36864      69632    1265664 ema_server_sdr
211        368640     290816     106496    1249280 envmon
194         40960      40960      57344    1232896 eem_ed_generic
447         20480      12288      40960    1232896 vi_config_replicator
362        122880      49152      28672    1224704 pfilter_ma
335         65536      36864      32768    1224704 mpls_io
338         77824      49152      36864    1200128 mpls_vpn_mib
294        274432     110592      77824    1191936 ipv4_ma
293        135168      81920      90112    1179648 ipv4_io
1188       520192     200704      49152    1175552 l2tp_mgr
1170        16384      61440      32768    1175552 bgp_epe
1156        81920      49152      40960    1163264 ipv4_mpa
61          81920      57344     106496    1155072 eth_server
119         49152      24576      53248    1155072 alarm-logger
196         24576      36864      61440    1138688 eem_ed_nd
249         49152      24576      45056    1134592 http_client
126        102400      36864      69632    1130496 bcdl_agent
124        102400      36864      61440    1130496 bcdl_agent
1089        36864      40960      61440    1130496 eem_ed_snmp
301         73728      57344      61440    1126400 ipv6_io
125        102400      36864      69632    1122304 bcdl_agent
203         24576      36864      61440    1118208 eem_ed_timer
197         16384      32768      61440    1118208 eem_ed_none
193         16384      32768      61440    1118208 eem_ed_counter
192         16384      36864      61440    1118208 eem_ed_config
202         12288      32768      61440    1118208 eem_ed_test
1133        69632      40960      32768    1073152 srms
1090        32768      36864      61440    1048576 eem_ed_snmp_proxy
1157        81920      53248      40960    1040384 ipv6_mpa
1192        40960      32768      32768    1040384 vidmon_mgr
200         20480      57344      81920    1040384 eem_ed_syslog
215         12288      12288      69632    1015808 eth_mgmt
1142        53248      32768     122880     983040 xml_dedicated_ssl_agent
1109        36864      32768      32768     958464 lldp_mgr
65927       32768      24576     110592     937984 exec
159         69632      57344      16384     921600 cdp
188          8192      12288      49152     921600 drp_pairing
155         16384      16384      90112     917504 ccsq_mgr
376        233472     192512      20480     901120 pm_ma
1078        12288      16384      28672     892928 cdp_mgr
378        258048     212992      45056     876544 policymgr_rp
94         720896     176128     221184     872448 sysmgr
287        110592      98304      36864     868352 ipsec_pp
120         24576      20480      65536     843776 alphadisplay
377         40960      28672      24576     839680 pm_server
172         81920      61440      90112     827392 clns
1127        45056     368640      53248     802816 sesvimgr
414         94208     176128      94208     798720 cpuctrl
319        192512     106496      98304     790528 locald_DSC
1038        12288      90112      24576     774144 icpe_nvfab_ma
1125        86016      53248      24576     753664 service_director
213         12288      12288      32768     749568 envmon_mon
1141        53248      32768     122880     712704 xml_dedicated_agent
156         28672      28672      20480     712704 cctl_primary_server
1146        32768     700416      20480     692224 intf_mgbl
297        106496      57344      32768     688128 ipv6_acl_daemon
258         20480      20480      32768     688128 inbarhb
160         73728      36864      69632     675840 cemgbl
416         20480      16384      28672     671744 statsd_server
184          4096       8192      40960     663552 devc-vty
340         20480      16384      16384     659456 nd_partner
394         77824     110592      40960     647168 rmf_svr
1149        69632      53248      20480     638976 ipv4_mfwd_ma
220         69632      36864      32768     626688 fhrp_output
233         69632      69632      20480     622592 flowtrap
343         36864      24576      32768     618496 nfma
263         28672      36864      20480     614400 ip_aps
1181        24576      20480      45056     606208 es_acl_mgr
1151        65536      49152      20480     602112 ipv6_mfwd_ma
313         24576      20480      77824     602112 lc_fpd_upgrade
256         20480      24576      20480     593920 imaedm_server
1143        12288      12288      86016     573440 xml_tty_agent
1114        12288      12288      86016     573440 netconf_agent_tty
374         20480      16384      32768     565248 platform_mgr_common
163         20480      16384      65536     565248 cethha
418         28672     159744      16384     561152 svi_adj_mgr
185          8192       8192      61440     544768 diag_online_d
122         32768      24576      32768     540672 atmgcmgr
1103        57344      77824      20480     536576 ipsla_ma
113         45056    6180864      32768     528384 fgid_aggregator
244          8192       8192      28672     528384 fsdb_fadb
247        126976      32768      16384     507904 fstats_server
412          4096       8192      32768     507904 spio_ma
246         36864      20480      20480     503808 fstats_aggr
240          8192       8192      28672     499712 asic_cfgtr
314         24576      12288      28672     483328 licagent
92           8192       8192      16384     483328 syslog_dev
1137       118784      65536      65536     471040 tacacsd
58           4096       8192      69632     471040 devc-conaux
63         139264      24576      40960     458752 inflator
428        106496      86016     110592     442368 syslogd
76         118784      69632      49152     438272 pciesvr
65558      212992      53248      36864     430080 io-usb
1171        73728      36864      24576     425984 domain_services
1104        36864      36864      16384     425984 ipsla_responder
190         61440     102400     122880     417792 dumper_config
170         73728      32768      53248     401408 cinetd
1135        36864      28672      24576     385024 ssh_server
399         12288      16384      57344     376832 pex_driver
398        110592      49152      20480     364544 sam_server
161        774144     221184      20480     360448 cepki
300         40960      28672      32768     356352 ipv6_ea
320         20480      12288      16384     356352 loopback_caps_partner
339         16384      16384      45056     356352 ncd
82          12288      12288      57344     356352 procmgr
348          8192      16384      57344     356352 nsr_ping_reply
336         65536      36864      16384     352256 mpls_io_ea
448        131072      40960      16384     348160 vlan_ea
1173        36864      24576      28672     344064 ftp_fs
210         24576      16384      53248     344064 enf_broker
262         24576      36864      20480     344064 ip_app
438         32768      24576      20480     339968 tftp_fs
1176        24576      20480      24576     335872 rcp_fs
312          8192      12288      20480     335872 l2vpn_policy_reg_agent
217         16384      12288      20480     331776 ether_sock
359         69632      45056      65536     327680 packet
81           8192      12288      65536     327680 pldmgr
148         77824      73728      32768     319488 bundlemgr_adj
204         16384      24576      24576     319488 eem_ed_wdsysmon_edm
401          4096       8192      57344     319488 sconbkup
1180        45056      53248      20480     315392 ipv6_rump
1179        40960      28672      20480     315392 ipv4_rump
1112        32768      32768      16384     311296 mpp_srvr
